Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/020/225/GCF_000020225.1_genomic.fna.gz	0.0442	0.0181	98.52	0.563	98.28-98.76	0.455	0.41-0.49	1	1.244	2679/11412	95.43	0	NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/156/655/GCF_000156655.1_genomic.fna.gz	0.0440	0.0171	95.73	0.560	95.37-96.14	0.453	0.39-0.51	1	1.312	995/10381	92.71	1163	NZ_DS996879.1 Holdemanella biformis DSM 3989 Scfld141, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/471/165/GCA_003471165.1_genomic.fna.gz	0.0436	0.0274	97.78	0.556	97.56-98.01	0.450	0.41-0.48	1	1.404	3239/17558	94.69	2719	QRIL01000001.1 Ruminococcus sp. AM22-13 AM22-13.Scaf1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/834/235/GCF_002834235.1_genomic.fna.gz	0.0431	0.0159	98.89	0.549	98.67-99.16	0.444	0.40-0.47	1	1.296	2602/10048	95.74	143	NZ_NNBY01000001.1 Ruminococcus bromii strain 5AMG contig000001, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/027/667/425/GCF_027667425.1_genomic.fna.gz	0.0420	0.0245	98.91	0.535	98.72-99.11	0.433	0.40-0.46	1	1.413	4182/16352	95.70	585	NZ_JAQEGR010000001.1 Fusicatenibacter saccharivorans strain AM67-22ACA AM67-22ACA.Scaf1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/494/135/GCF_009494135.1_genomic.fna.gz	0.0416	0.0220	95.56	0.530	95.19-95.96	0.429	0.37-0.48	1	1.327	1261/14513	92.42	2562	NZ_VZCN01000152.1 Segatella copri strain iAK278 NODE_100_length_10823_cov_4.92608_ID_291, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/283/635/GCA_000283635.1_genomic.fna.gz	0.0414	0.0137	99.29	0.528	99.05-99.58	0.427	0.38-0.46	1	1.239	2458/8641	96.03	0	HE613569.1 Streptococcus macedonicus ACA-DC 198 main chromosome complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/024/715/GCF_003024715.1_genomic.fna.gz	0.0412	0.0208	98.16	0.524	97.95-98.40	0.424	0.39-0.46	1	1.290	2764/13933	94.92	778	NZ_PYLO01000001.1 Clostridium fessum strain SNUG30386 scaffold_0, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/306/455/GCF_014306455.1_genomic.fna.gz	0.0411	0.0164	97.39	0.524	97.09-97.71	0.424	0.37-0.47	1	1.265	1681/10833	94.17	426	NZ_JACRWG010000001.1 Catenibacterium faecis strain NSJ-22 N16_ctg001, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/554/845/GCF_020554845.1_genomic.fna.gz	0.0387	0.0245	98.61	0.494	98.39-98.86	0.399	0.36-0.43	1	1.319	3842/17617	95.21	709	NZ_JAJCIA010000001.1 Blautia faecis strain DFI.3.66 LDJIBEFH_1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/503/695/GCF_006503695.1_genomic.fna.gz	0.0386	0.0141	98.95	0.492	98.74-99.20	0.398	0.36-0.43	1	1.215	2502/10310	95.53	21	NZ_SBIK01000001.1 Tepidiphilus succinatimandens strain DSM 15512 Scaffold1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/304/735/GCF_013304735.1_genomic.fna.gz	0.0383	0.0237	96.07	0.488	95.76-96.43	0.395	0.35-0.44	1	1.304	1650/17184	92.72	4024	NZ_JAAITI010000095.1 Blautia luti strain MSK.16.34 NODE_101_length_578_cov_324.543, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/633/965/GCA_021633965.1_genomic.fna.gz	0.0379	0.0123	95.35	0.483	94.86-95.89	0.391	0.32-0.46	1	1.257	670/8901	91.99	1303	JAJWRZ010000029.1 MAG: Dialister sp. isolate B5_5.fa NODE_1011_length_17761_cov_7.115215, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/617/305/GCF_023617305.1_genomic.fna.gz	0.0378	0.0114	95.71	0.482	95.19-96.22	0.390	0.31-0.46	1	1.215	680/8052	92.34	924	NZ_CP081485.1 Methanobrevibacter sp. TLL-48-HuF1 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/009/883/055/GCF_009883055.1_genomic.fna.gz	0.0366	0.0199	98.33	0.466	98.06-98.57	0.377	0.34-0.41	1	1.302	2851/15017	94.78	1541	NZ_WWVR01000068.1 Blautia sp. BIOML-A1 scaffold101_size5537, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/758/345/GCF_001758345.1_genomic.fna.gz	0.0363	0.0165	97.03	0.462	96.70-97.36	0.374	0.33-0.41	1	1.517	1697/12474	93.77	1884	NZ_MKQS01000001.1 Acinetobacter towneri strain 5-2Ac02 Scaffold1.1_new, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/150/085/GCF_025150085.1_genomic.fna.gz	0.0352	0.0159	97.58	0.449	97.23-97.95	0.363	0.32-0.40	1	1.207	1810/12447	93.97	1502	NZ_CP102280.1 Dorea longicatena strain DSM 13814 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/457/615/GCF_001457615.1_genomic.fna.gz	0.0352	0.0343	99.23	0.448	99.06-99.41	0.363	0.34-0.38	1	1.221	6638/27151	95.56	12	NZ_LN831024.1 Pseudomonas aeruginosa strain NCTC10332 chromosome 1, complete sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/052/945/GCA_018052945.1_genomic.fna.gz	0.0349	0.0088	98.96	0.445	98.59-99.31	0.360	0.31-0.40	1	1.234	1567/7025	95.28	1	JAGPMH010000083.1 MAG: Negativicutes bacterium isolate Gw_SlPrim_bin_82 Gw_SlPrim_100069_length_3026_cov_10.174543, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/296/655/GCF_002296655.1_genomic.fna.gz	0.0348	0.0131	95.53	0.443	95.00-95.95	0.359	0.30-0.42	1	1.345	867/10498	92.27	1495	NZ_DBIN01000050.1 MAG: Acinetobacter sp. UBA801 UBA801_contig_1007, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/066/355/GCA_900066355.1_genomic.fna.gz	0.0348	0.0194	95.60	0.443	95.24-95.90	0.358	0.32-0.40	1	1.265	1185/15572	92.03	3102	FMEL01000037.1 uncultured Ruminococcus sp. isolate 2789STDY5608882 genome assembly, contig: SCcontig000037, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/013/409/575/GCF_013409575.1_genomic.fna.gz	0.0347	0.0210	98.33	0.441	98.08-98.61	0.357	0.32-0.39	1	1.210	2869/15792	94.65	6	NZ_JACCCY010000001.1 Macellibacteroides fermentans strain DSM 23697 Ga0376912_01, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/123/145/GCF_004123145.1_genomic.fna.gz	0.0345	0.0199	96.90	0.440	96.59-97.22	0.356	0.32-0.39	1	1.226	1815/15791	93.26	1214	NZ_SDKC01000001.1 Blautia faecicola strain KGMB01111 KGMB01111_contig00001, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/967/995/GCF_019967995.1_genomic.fna.gz	0.0341	0.0155	96.51	0.435	96.12-96.84	0.352	0.30-0.40	1	1.197	1259/12530	92.86	1391	NZ_CP065377.1 Faecalibacterium prausnitzii strain Fp77 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/162/325/GCA_934162325.1_genomic.fna.gz	0.0336	0.0059	96.30	0.428	95.72-96.83	0.346	0.28-0.41	1	1.160	450/4847	92.62	23	CAKPIH010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_19_1578.14 genome assembly, contig: Hadza_MoBio_hadza-A-D_D_19_1578__NODE_838_length_74322_cov_28.275736, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/730/605/GCF_000730605.1_genomic.fna.gz	0.0334	0.0325	98.27	0.426	98.10-98.44	0.344	0.32-0.37	1	1.228	4734/27170	94.52	419	NZ_BBIS01000132.1 Pseudomonas monteilii NBRC 103158 = DSM 14164 strain NBRC 103158, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/509/575/GCF_010509575.1_genomic.fna.gz	0.0330	0.0158	97.33	0.421	96.99-97.72	0.340	0.30-0.38	1	1.288	1651/12970	93.57	1528	NZ_CP048437.1 Faecalibacterium duncaniae strain JCM 31915 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/113/455/GCF_900113455.1_genomic.fna.gz	0.0326	0.0102	97.95	0.415	97.49-98.31	0.336	0.30-0.39	1	1.223	1330/8692	94.12	12	NZ_FOPI01000055.1 Ligilactobacillus ruminis DSM 20403 = NBRC 102161 strain DSM 20403, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/382/085/GCA_002382085.1_genomic.fna.gz	0.0325	0.0131	96.45	0.415	96.07-96.85	0.336	0.29-0.38	1	1.207	1068/11277	92.68	888	DFZK01000008.1 MAG TPA_asm: Sulfurospirillum sp. UBA4058 UBA4058_contig_114, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/571/285/GCF_001571285.1_genomic.fna.gz	0.0325	0.0253	98.52	0.414	98.29-98.74	0.335	0.31-0.36	1	1.184	4086/21581	94.77	807	NZ_BCTM01000001.1 Kluyvera cryocrescens NBRC 102467, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/433/875/GCF_001433875.1_genomic.fna.gz	0.0322	0.0087	98.49	0.410	97.99-98.93	0.332	0.29-0.38	1	1.220	1348/7492	94.62	15	NZ_AZCR01000001.1 Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012 strain DSM 20074 Scaffold1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/120/195/GCF_900120195.1_genomic.fna.gz	0.0321	0.0164	98.81	0.409	98.56-99.07	0.331	0.30-0.36	1	1.316	2753/13885	94.91	986	NZ_LT635537.1 Blautia sp. Marseille-P3087 strain Marseille-P3087T, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/056/045/GCA_018056045.1_genomic.fna.gz	0.0320	0.0150	98.54	0.408	98.27-98.80	0.330	0.30-0.36	1	1.176	2326/12810	94.65	2	JAGPGI010000415.1 MAG: Paracoccus sp. isolate Gw_SlPrim_bin_93 Gw_SlPrim_100156_length_3025_cov_5.999655, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/421/265/GCA_019421265.1_genomic.fna.gz	0.0315	0.0092	95.92	0.402	95.30-96.50	0.325	0.26-0.40	1	1.237	629/8080	92.09	1203	JAHZFQ010000001.1 MAG: Lachnospiraceae bacterium isolate HRGM_Genome_2950 HRGM_Genome_2950_1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/030/296/915/GCF_030296915.1_genomic.fna.gz	0.0313	0.0135	97.98	0.399	97.69-98.29	0.323	0.29-0.35	1	1.167	1809/12086	94.06	252	NZ_AP028031.1 Anaerostipes hadrus ATCC 29173 = JCM 17467 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/094/975/GCF_002094975.1_genomic.fna.gz	0.0313	0.0112	98.73	0.398	98.30-99.05	0.322	0.28-0.37	1	1.178	1843/9734	94.77	31	NZ_CP015283.1 Streptococcus salivarius strain ATCC 25975 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/224/675/GCA_002224675.1_genomic.fna.gz	0.0309	0.0187	95.93	0.394	95.55-96.25	0.319	0.29-0.36	1	1.233	1255/16272	92.07	1689	NMPZ01000001.1 Segatella copri strain Indica contig00001, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/687/125/GCA_020687125.1_genomic.fna.gz	0.0304	0.0157	95.46	0.387	94.98-95.83	0.313	0.27-0.37	1	1.238	941/14465	91.56	1115	JAJEPY010000100.1 Oscillospiraceae bacterium CLA-AA-H269 NODE_100_length_8506_cov_27.135485, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/516/715/GCF_023516715.1_genomic.fna.gz	0.0302	0.0153	97.45	0.384	97.11-97.78	0.311	0.28-0.35	1	1.144	1725/14104	93.45	222	NZ_JAMGSI010000001.1 Akkermansia massiliensis strain Marseille-P6666 NODE_1_length_1816207_cov_81.7225, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/431/795/GCA_000431795.1_genomic.fna.gz	0.0300	0.0058	96.71	0.383	96.07-97.33	0.310	0.24-0.38	1	1.152	512/5313	92.73	16	FR887349.1 Clostridium sp. CAG:302 genomic scaffold, scf4, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/432/835/GCA_000432835.1_genomic.fna.gz	0.0300	0.0059	95.04	0.382	94.21-95.83	0.309	0.23-0.41	1	1.140	307/5473	91.13	9	FR890363.1 Clostridium sp. CAG:417 genomic scaffold, scf2, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/525/GCF_025567525.1_genomic.fna.gz	0.0291	0.0170	97.30	0.370	96.99-97.60	0.300	0.26-0.33	1	1.197	1823/16126	93.21	1052	NZ_JAOQJY010000001.1 Gallintestinimicrobium propionicum strain Sanger_16 .14207_7_45.1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/347/535/GCF_023347535.1_genomic.fna.gz	0.0288	0.0123	95.13	0.367	94.62-95.58	0.297	0.25-0.35	1	1.172	663/11908	91.10	2156	NZ_CP094473.1 Faecalibacterium sp. HTF-F chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/463/235/GCA_902463235.1_genomic.fna.gz	0.0286	0.0069	95.30	0.364	94.53-96.00	0.295	0.23-0.37	1	1.176	397/6777	91.25	1548	CABQER010000001.1 MAG TPA_asm: uncultured Faecalibacterium sp. isolate MGYG-HGUT-00512 genome assembly, contig: GUT_GENOME014039_1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/023/665/GCF_002023665.2_genomic.fna.gz	0.0286	0.0179	97.96	0.364	97.70-98.22	0.295	0.26-0.32	1	1.166	2360/17192	93.80	1	NZ_CP023401.1 Elizabethkingia anophelis R26 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/460/775/GCF_024460775.1_genomic.fna.gz	0.0279	0.0152	97.06	0.355	96.75-97.47	0.287	0.25-0.32	1	1.189	1531/15116	92.88	133	NZ_JANFYZ010000001.1 Desulfovibrio desulfuricans strain DFI.9.83 ODLCIGHN_1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/208/095/GCF_002208095.1_genomic.fna.gz	0.0278	0.0231	97.12	0.354	96.84-97.42	0.287	0.26-0.32	1	1.134	2583/22756	93.22	2474	NZ_CP017990.1 Enterobacter cloacae complex sp. ECNIH7 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/168/815/GCF_014168815.1_genomic.fna.gz	0.0278	0.0240	98.67	0.354	98.44-98.92	0.286	0.26-0.30	1	1.296	4181/23418	94.59	886	NZ_AP021972.1 Klebsiella sp. WP3-W18-ESBL-02 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/421/285/GCA_019421285.1_genomic.fna.gz	0.0275	0.0080	96.14	0.350	95.50-96.64	0.284	0.23-0.35	1	1.166	607/8170	91.96	791	JAHZFO010000001.1 MAG: Clostridiales bacterium isolate HRGM_Genome_2936 HRGM_Genome_2936_1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/368/815/GCF_017368815.1_genomic.fna.gz	0.0274	0.0127	98.21	0.348	97.88-98.54	0.282	0.25-0.31	1	1.145	1954/12927	94.09	99	NZ_JAFNME010000001.1 Comamonas denitrificans strain MM2021_4 T_1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/431/835/GCA_000431835.1_genomic.fna.gz	0.0271	0.0094	98.84	0.345	98.38-99.22	0.279	0.25-0.32	1	1.157	1680/9700	94.50	4	HF987897.1 Succinatimonas sp. CAG:777 genomic scaffold, scf1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/173/975/GCF_000173975.1_genomic.fna.gz	0.0268	0.0136	98.49	0.341	98.13-98.82	0.276	0.24-0.31	1	1.187	2155/14047	94.13	513	NZ_ACEP01000175.1 Anaerobutyricum hallii DSM 3353 E_hallii-1.0_Cont496.1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/557/245/GCA_004557245.1_genomic.fna.gz	0.0264	0.0087	96.48	0.337	95.91-96.98	0.272	0.23-0.33	1	1.153	747/9319	92.18	92	SFEL01000007.1 MAG: Clostridiales bacterium isolate W0P31.004 Contig100, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/598/295/GCF_001598295.1_genomic.fna.gz	0.0264	0.0225	98.16	0.336	97.90-98.44	0.272	0.25-0.30	1	1.160	3313/23735	93.85	716	NZ_BCYR01000001.1 Raoultella ornithinolytica NBRC 105727 = ATCC 31898 strain NBRC 105727, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/467/105/GCF_000467105.1_genomic.fna.gz	0.0261	0.0194	97.10	0.332	96.81-97.40	0.269	0.24-0.30	1	1.181	2027/20916	92.75	484	NZ_BATI01000122.1 Pseudomonas alcaligenes NBRC 14159, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/765/415/GCA_001765415.1_genomic.fna.gz	0.0253	0.0073	97.55	0.322	97.04-97.95	0.261	0.22-0.30	1	1.140	862/7935	93.09	8	CP017245.1 Candidatus Melainabacteria bacterium MEL.A1 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/417/795/GCA_019417795.1_genomic.fna.gz	0.0253	0.0173	95.06	0.322	94.59-95.53	0.260	0.21-0.30	1	1.379	931/19046	90.72	2131	DXUR01000001.1 MAG TPA_asm: Clostridiales bacterium isolate HRGM_Genome_2712 HRGM_Genome_2712_1, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/687/165/GCF_020687165.1_genomic.fna.gz	0.0252	0.0111	98.10	0.321	97.73-98.51	0.260	0.23-0.29	1	1.195	1577/12210	93.61	579	NZ_JAJEQC010000010.1 Hominenteromicrobium mulieris strain CLA-AA-H250 NODE_10_length_110526_cov_27.319767, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/007/164/725/GCF_007164725.1_genomic.fna.gz	0.0251	0.0093	98.97	0.319	98.52-99.36	0.258	0.22-0.30	1	1.149	1557/9239	94.42	2	NZ_AP019697.1 Dialister hominis strain 5BBH33 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/421/965/GCA_002421965.1_genomic.fna.gz	0.0249	0.0027	95.79	0.317	94.75-96.79	0.256	0.18-0.36	1	1.166	181/2971	91.37	0	DISN01000011.1 MAG TPA_asm: Candidatus Saccharibacteria bacterium UBA6209 UBA6209_contig_12166, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/943/590/815/GCF_943590815.1_genomic.fna.gz	0.0249	0.0207	95.54	0.317	95.17-95.87	0.256	0.22-0.29	1	1.083	1489/23129	91.53	1651	NZ_CALSBS010000001.1 Pseudocitrobacter vendiensis strain CPO20170097T, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/757/845/GCA_025757845.1_genomic.fna.gz	0.0244	0.0110	97.19	0.310	96.74-97.54	0.251	0.22-0.30	1	1.149	1158/12373	92.64	1446	CP107211.1 MAG: Oscillospiraceae bacterium isolate KR001_HAM_0066 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/475/675/GCF_900475675.1_genomic.fna.gz	0.0244	0.0067	98.85	0.310	98.31-99.33	0.251	0.21-0.30	1	1.152	1177/7432	94.23	150	NZ_LS483403.1 Streptococcus lutetiensis strain NCTC13774 chromosome 1, complete sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/938/036/765/GCA_938036765.1_genomic.fna.gz	0.0242	0.0082	95.23	0.309	94.54-95.88	0.250	0.20-0.31	1	1.242	462/9320	90.76	1103	CALHWI010000001.1 MAG TPA_asm: uncultured Solobacterium sp. isolate ERR525737_bin.15_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1741852.1503, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/525/925/GCF_020525925.1_genomic.fna.gz	0.0242	0.0205	96.09	0.308	95.69-96.48	0.249	0.21-0.28	1	1.155	1605/23536	91.70	3062	NZ_CP084876.1 Klebsiella quasipneumoniae subsp. quasipneumoniae strain 01A030T chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/539/625/GCA_900539625.1_genomic.fna.gz	0.0242	0.0103	97.25	0.308	96.80-97.63	0.249	0.22-0.29	1	1.175	1112/11709	92.69	96	UQCW01000001.1 uncultured Prevotella sp. isolate UMGS156 genome assembly, contig: NODE_20_length_151661_cov_7.859319, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/556/795/GCA_900556795.1_genomic.fna.gz	0.0241	0.0073	96.35	0.307	95.58-97.02	0.249	0.20-0.32	1	1.192	590/8324	91.82	462	USQD01000001.1 uncultured Prevotella sp. isolate UMGS1972 genome assembly, contig: NODE_768_length_24810_cov_19.176404, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/009/929/485/GCA_009929485.1_genomic.fna.gz	0.0241	0.0120	98.63	0.307	98.26-98.98	0.248	0.21-0.28	1	1.155	2031/13834	94.00	23	SAAJ01000005.1 MAG: Negativicutes bacterium isolate INTA.CYC.032 contig-100_100, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/201/855/GCF_003201855.1_genomic.fna.gz	0.0239	0.0137	97.88	0.305	97.56-98.19	0.247	0.22-0.27	1	1.146	1859/16122	93.27	60	NZ_QJKI01000001.1 Rivihabitans pingtungensis strain DSM 29661 Ga0244579_101, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/547/385/GCA_900547385.1_genomic.fna.gz	0.0239	0.0068	98.37	0.304	97.88-98.86	0.246	0.20-0.29	1	1.146	1051/7853	93.72	8	URGQ01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS979 genome assembly, contig: NODE_18_length_240798_cov_12.809652, whole genome shotgun sequence
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/757/985/GCA_025757985.1_genomic.fna.gz	0.0237	0.0112	97.19	0.302	96.74-97.58	0.245	0.21-0.29	1	1.189	1186/12964	92.58	861	CP107210.1 MAG: Oscillospiraceae bacterium isolate KR001_HAM_0071 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/018/408/575/GCF_018408575.1_genomic.fna.gz	0.0235	0.0093	96.39	0.299	95.78-96.88	0.242	0.20-0.30	1	1.152	748/10670	91.78	678	NZ_AP023418.1 Vescimonas coprocola strain MM50 chromosome, complete genome
../data/temp/barcode86.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/269/275/GCF_003269275.1_genomic.fna.gz	0.0233	0.0083	98.67	0.297	98.15-99.06	0.241	0.20-0.29	1	1.136	1430/9898	93.95	5	NZ_QLTS01000001.1 Phascolarctobacterium faecium DSM 14760 Ga0215641_101, whole genome shotgun sequence
