Contig_name	barcode01_MA_DS9_Crowfoot.fastq	barcode02_MA_DS9_Crowfoot.fastq	barcode03_MA_DS9_Crowfoot.fastq	barcode04_MA_DS9_Crowfoot.fastq	barcode05_MA_DS9_Crowfoot.fastq	barcode06_MA_DS9_Crowfoot.fastq	barcode07_MA_DS9_Crowfoot.fastq	barcode09_MA_DS9_Crowfoot.fastq	barcode10_MA_DS9_Crowfoot.fastq	barcode11_MA_DS9_Crowfoot.fastq	barcode12_MA_DS9_Crowfoot.fastq	barcode13_MA_DS9_Crowfoot.fastq	barcode18_1405Gb.fastq	barcode19_1405Gb.fastq	barcode20_1405Gb.fastq	barcode21_1405Gb.fastq	barcode22_1405Gb.fastq	barcode23_1405Gb.fastq	barcode24_1405Gb.fastq	barcode01_final_combined.fastq	barcode02_final_combined.fastq	barcode03_final_combined.fastq	barcode04_final_combined.fastq	barcode05_final_combined.fastq	barcode06_final_combined.fastq	barcode07_final_combined.fastq	barcode08_final_combined.fastq	barcode09_final_combined.fastq	barcode10_final_combined.fastq	barcode11_final_combined.fastq	barcode12_final_combined.fastq	barcode13_final_combined.fastq	barcode14_final_combined.fastq	17_set_barcode01.fastq	17_set_barcode02.fastq	17_set_barcode03.fastq	17_set_barcode04.fastq	17_set_barcode05.fastq	17_set_barcode06.fastq	17_set_barcode07.fastq	17_set_barcode08.fastq	17_set_barcode09.fastq
NZ_NJNQ01000010.1 Bifidobacterium sp. N4G05 N4G05_Contig_10_consensus_sequence, whole genome shotgun sequence	870	919	728	959	1503	1080	1280	997	488	820	897	0	0	0	0	2319	1545	1991	0	783	725	606	596	1339	1751	1355	1667	673	714	780	1969	0	0	461	150	140	0	0	0	328	0	0
NZ_NNBY01000001.1 Ruminococcus bromii strain 5AMG contig000001, whole genome shotgun sequence	997	1001	939	1117	1290	1258	1223	3778	1229	2893	3000	0	0	0	6153	19522	16784	16478	1253	2071	9575	7742	9080	7338	11906	11138	11247	7596	8467	8427	11741	0	0	876	0	0	836	730	286	1789	0	0
NZ_JAAGKM010000010.1 Empedobacter falsenii strain Q1655 NODE_10_length_80301_cov_23.478197, whole genome shotgun sequence	1278	1369	1235	1301	1317	1266	1252	1549	754	1125	1246	0	374	149	1455	1295	1008	898	221676	1462	452	263	589	874	257	209	319	503	594	398	399	0	0	646	162	182	12534	22972	10194	716	0	0
NZ_PRDB01000030.1 Klebsiella michiganensis strain DSM 25444 map unlocalized plasmid unnamed1 contig_30, whole genome shotgun sequence	2497	2675	2314	2493	2780	2871	2669	3139	1918	2572	2889	0	0	0	3112	2510	2016	2373	53510	1796	817	690	709	2797	997	1044	1140	624	583	986	1564	0	0	1538	0	0	3949	3873	2761	362	0	0
NZ_QTWS01000001.1 Blautia sp. AF19-10LB AF19-10LB.Scaf1, whole genome shotgun sequence	1629	1479	1330	1572	2115	1930	1848	2154	1088	1732	1798	0	0	0	64829	5613	5189	4806	750	3610	37810	28177	35611	4088	2140	1962	2108	1356	1436	1464	1857	0	0	1516	507	706	0	0	0	6413	0	0
NC_010655.1 Akkermansia muciniphila ATCC BAA-835, complete sequence	1071	1143	982	1127	2501	1329	1379	2909	1150	1587	2650	0	0	0	958	14893	12958	13562	798	794	1106	902	1190	2782	2149	1857	1894	781	987	987	1139	0	0	1635	630	542	232	186	0	3583	0	0
NZ_KB849653.1 Acinetobacter junii CIP 64.5 acLZZ-supercont1.1, whole genome shotgun sequence	1346	1314	1219	1533	1548	1540	1340	1060	630	919	1136	0	0	0	1692	40572	32147	33668	0	1099	649	530	445	977	1864	1605	1730	715	773	763	985	0	0	746	0	0	0	0	0	2838	0	0
NZ_AZCR01000001.1 Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012 strain DSM 20074 Scaffold1, whole genome shotgun sequence	690	554	491	777	945	824	787	705	339	520	649	0	0	0	0	391	198	228	0	3620	1078	839	1104	1779	3256	3135	3243	741	894	902	1664	0	0	1248	301	478	0	0	0	2263	0	0
NZ_CAUEQY010000001.1 MAG: uncultured Bifidobacterium sp. isolate ERR10149223_bin.5_MetaWRAP_v1.3_MAG ERZ19076452.18, whole genome shotgun sequence	767	720	745	813	1141	991	999	951	521	582	656	0	0	0	29349	32507	41072	42669	0	1972	0	1825	1259	17923	14786	15185	16420	7117	6953	7367	0	0	0	1045	0	0	0	0	0	0	0	0
NC_009615.1 Parabacteroides distasonis ATCC 8503, complete sequence	1838	2153	1792	2190	2792	2596	2383	2903	1267	2420	2399	0	189	0	115694	41455	34205	35109	750	3721	3258	2662	3301	1654	1575	1560	1467	4771	7912	7600	2036	0	0	2089	795	435	0	279	0	1503	0	0
NZ_CP065377.1 Faecalibacterium prausnitzii strain Fp77 chromosome, complete genome	1109	1043	827	1135	1354	1379	1321	1551	822	1448	1487	0	287	104	20852	54943	48353	50900	2284	744	2301	1726	2097	3001	5257	4880	5006	1875	1978	2018	10900	0	0	670	234	291	26549	22204	18199	2190	0	0
NZ_CP104582.1 Pseudomonas sp. GD03919 chromosome, complete genome	1757	1639	1562	1901	1969	1982	1839	1312	895	1050	1230	0	0	0	26047	18317	7743	17173	11866	1298	773	713	763	1590	0	0	0	0	0	859	0	0	0	1237	0	0	0	0	0	1159	0	0
JAEZNV010000013.1 MAG: Actinomycetes bacterium isolate OH_CFB_165 k127_1000121, whole genome shotgun sequence	432	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_OU015321.1 Cloacibacterium caeni isolate Isolate2 chromosome 1	1008	3894	1017	2953	3201	3901	2874	3982	1004	1088	1309	0	0	0	4639	2741	3528	2848	1190	1769	1402	1170	1215	1599	6610	6011	6174	8031	8086	8282	3853	0	0	876	747	0	0	0	0	1995	0	0
NZ_JAAWUO010000010.1 Blautia schinkii strain MSK.6.26 NODE_10_length_144935_cov_163.085, whole genome shotgun sequence	1293	1317	1085	1471	1937	1711	1700	1923	1065	1470	1546	0	0	0	1574	1426	1099	1229	0	720	683	0	690	1228	997	871	1086	717	569	745	1616	0	0	412	0	0	0	0	0	826	0	0
JAKVJW010000001.1 MAG: Prevotella sp. isolate UW_MP_PREV4_1 Ga0455794_000017, whole genome shotgun sequence	1076	1041	899	1043	1727	1543	1470	1501	651	1088	1086	0	0	0	0	3474	2884	2653	0	3086	1238	953	1077	1671	2668	2414	2970	5937	6885	6690	3864	0	0	0	0	0	0	0	0	4461	0	0
NZ_JAKCMV010000001.1 Enterobacter asburiae strain INSAq146 Aq146_contig_1, whole genome shotgun sequence	1649	1514	1425	1718	2019	1745	1625	0	0	0	0	0	0	0	0	0	0	0	1338	668	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_WWVR01000068.1 Blautia sp. BIOML-A1 scaffold101_size5537, whole genome shotgun sequence	1256	1435	1348	1590	1902	1855	1850	1777	920	1427	1586	0	0	0	2828	12372	6272	5687	443	866	0	0	0	1054	963	1127	965	0	0	1006	2392	0	0	716	0	0	0	0	0	2133	0	0
HF987897.1 Succinatimonas sp. CAG:777 genomic scaffold, scf1, whole genome shotgun sequence	796	814	602	758	1134	1125	1034	1386	718	1032	1065	0	0	0	2579	23118	18809	18783	7396	5450	22255	19406	22340	2426	796	812	825	5704	6530	6412	9538	0	0	2886	581	437	8023	1399	1854	786	0	0
CAAFEX010000001.1 MAG TPA_asm: uncultured Collinsella sp., isolate HGM04134, WGS project CAAFEX010000000 data, contig: SRS1170693_53_k141_1798, whole genome shotgun sequence	671	702	752	2214	3006	2779	2662	3333	923	2597	2819	0	0	0	7372	30489	26610	26480	1440	6660	5316	11111	8264	15436	16198	14199	15752	7448	8024	8281	14400	0	0	1727	759	0	2718	0	957	10141	0	0
NZ_LT629783.1 Pseudomonas fragi strain NRRL B-727 chromosome I	1775	1890	1753	2208	2088	2043	1839	1615	1013	1435	1628	0	0	0	0	0	0	0	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BATI01000122.1 Pseudomonas alcaligenes NBRC 14159, whole genome shotgun sequence	1671	1716	1527	1877	1930	1902	1953	1991	1041	1703	1693	0	0	0	27184	42068	37130	38702	1835	3945	2794	1745	2365	1730	2261	2034	2071	3952	4242	3949	3441	0	0	4085	608	0	1560	3553	0	1207	0	0
NZ_SLXE01000001.1 Uruburuella suis strain DSM 17474 Ga0310504_101, whole genome shotgun sequence	901	1130	909	976	1279	1167	1085	1532	668	1166	1297	0	0	0	26971	8556	5148	5026	889	1009	1137	703	1041	3008	4540	2627	4226	508	378	485	1477	0	0	326	239	90	1866	1998	722	490	0	0
NC_012691.1 Tolumonas auensis DSM 9187, complete sequence	1182	1353	1079	1279	1523	1583	1291	661	423	671	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	673	344	0	0	0
NZ_LT635840.1 Duodenibacillus massiliensis strain Marseille-P2968T, whole genome shotgun sequence	798	872	596	866	1249	1028	1040	857	509	699	783	0	0	0	1325	11318	10156	10315	515	1347	594	413	558	653	1111	883	974	5189	5745	5684	1618	0	0	195	0	0	2995	1704	684	654	0	0
NZ_AP019632.1 Enterobacter asburiae strain 1808-013 chromosome, complete genome	1597	1463	1369	1749	1774	1766	1694	2664	1347	1984	2066	0	0	0	0	0	0	0	1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_008570.1 Aeromonas hydrophila subsp. hydrophila ATCC 7966, complete sequence	1583	1707	1389	1812	1582	1651	1487	1609	799	1342	1441	0	0	0	26710	4659	4165	4255	17683	1544	2330	1518	2013	2747	644	590	756	1019	1143	1271	1869	0	0	1676	0	0	2658	2946	0	0	0	0
FR879452.1 Dialister sp. CAG:486 genomic scaffold, scf10, whole genome shotgun sequence	726	778	665	770	1015	979	935	1259	708	1046	1099	0	0	0	16059	1717	1545	1432	907	1661	1353	1029	1317	8886	7764	7790	8249	1919	3528	3780	3181	0	0	1449	562	858	9752	8038	6215	3198	0	0
CADABC010000001.1 MAG: uncultured Lachnospiraceae bacterium isolate RUG13138 genome assembly, contig: RUG13138_asm_1, whole genome shotgun sequence	921	975	861	1151	1281	1206	1150	1028	980	978	1030	21	0	0	3940	49148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4023	3327	2148	0	0	0
NZ_CAUERC010000001.1 MAG: uncultured Bifidobacterium sp. isolate ERR10149223_bin.28_MetaWRAP_v1.3_MAG ERZ19076452.33, whole genome shotgun sequence	642	687	550	728	805	827	768	761	0	532	767	0	0	0	0	10243	13007	11171	0	0	0	1284	0	8412	11926	13007	12425	0	6878	7678	13933	0	0	0	0	0	715	398	0	1248	0	0
NZ_JAOEAL010000001.1 Shewanella sp. GD04112 KPKGIIFP_1, whole genome shotgun sequence	1738	1663	1587	1930	1839	1721	1495	563	269	404	483	0	0	0	3798	0	0	0	4858	1343	0	0	297	1620	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0	0	0
CAUBGU010000001.1 MAG TPA_asm: uncultured Collinsella sp. isolate SRR18940295_bin.37_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ18683525.380, whole genome shotgun sequence	493	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0
CALEBN010000001.1 MAG TPA_asm: uncultured Collinsella sp. isolate ERR912084_bin.59_CONCOCT_v1.1_MAG genome assembly, contig: ERZ827204.3149, whole genome shotgun sequence	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QSCI01000001.1 Segatella copri strain OF03-3 OF03-3.Scaf1, whole genome shotgun sequence	1327	1513	1492	1529	5507	5049	4920	8217	1791	0	6893	14	0	0	0	18006	15635	17079	15742	0	0	0	0	10942	0	0	0	12659	14213	12955	5319	0	0	0	0	0	25099	0	0	0	0	0
NZ_GG703851.1 Providencia rustigianii DSM 4541 Scfld45, whole genome shotgun sequence	1287	1301	1025	1294	1843	1734	1779	639	287	425	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLZQ01000075.1 MAG TPA_asm: Lachnospiraceae bacterium isolate UBA10661 contig_1014, whole genome shotgun sequence	787	800	669	811	1128	1120	1087	990	659	878	1045	0	0	0	1585	1787	9669	9349	0	2161	45936	35232	43264	1577	0	0	756	1121	1037	1034	3867	0	0	940	0	0	1194	0	318	0	0	0
CAAFGG010000001.1 MAG TPA_asm: uncultured Collinsella sp., isolate HGM04203, WGS project CAAFGG010000000 data, contig: SRS1170850_15_k141_614, whole genome shotgun sequence	670	684	617	940	2488	2332	2276	2799	880	916	890	0	0	0	7195	21752	18181	19817	0	5233	3435	4498	3595	10842	10412	8246	8672	6013	6630	6694	11648	0	0	1514	0	0	0	0	0	8753	0	0
JAGPMW010000024.1 MAG: Selenomonas sp. isolate Gw_UH_bin_41 Gw_UH_1000_length_31867_cov_8.188847, whole genome shotgun sequence	683	774	711	779	1059	838	916	846	484	617	641	0	0	0	3029	2651	2470	2534	271	4451	10854	8174	9848	20800	4094	3890	3930	1500	1414	1699	16073	0	0	1344	421	733	1200	1186	572	1445	0	0
NZ_WLYL01000010.1 Acinetobacter sp. YIM 103518 Scaffold10_1, whole genome shotgun sequence	831	932	862	937	984	811	798	1441	807	1259	1402	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_VUMU01000001.1 Waltera intestinalis strain WCA3-601-WT-6H seq1, whole genome shotgun sequence	926	946	878	1005	1429	1303	1241	3481	1309	1736	2323	0	0	87	378162	81706	65203	67564	2212	5126	2225	1870	2090	8109	1826	1546	1732	8323	9029	9115	5981	0	0	1473	390	531	1773	1183	765	5135	0	0
UROO01000001.1 uncultured Collinsella sp. isolate UMGS1200 genome assembly, contig: NODE_31_length_54354_cov_6.001510, whole genome shotgun sequence	648	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_QLTS01000001.1 Phascolarctobacterium faecium DSM 14760 Ga0215641_101, whole genome shotgun sequence	716	798	639	742	1139	973	917	970	566	599	768	0	0	0	29432	11890	10206	10391	515	2251	1170	1077	1185	6056	9342	8337	8858	4341	5029	4842	2006	0	0	804	194	82	0	0	0	2736	0	0
HE613569.1 Streptococcus macedonicus ACA-DC 198 main chromosome complete genome	661	654	537	754	842	939	822	877	437	633	627	0	0	0	828	472	280	211	0	2143	837	710	743	1339	2996	1849	2376	545	712	585	2110	0	0	880	272	610	0	0	0	1351	0	0
CALAMK010000001.1 MAG TPA_asm: uncultured Collinsella sp. isolate ERR912015_bin.13_CONCOCT_v1.1_MAG genome assembly, contig: ERZ857480.42994, whole genome shotgun sequence	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_WKRD01000010.1 Lachnospira eligens strain BIOML-A1 scaffold10_size99411, whole genome shotgun sequence	918	1032	892	994	1303	1101	1205	1469	820	1200	1226	0	0	0	111174	17504	14577	14697	886	1121	972	773	874	1789	6318	5951	6213	3033	5194	5187	12438	0	0	1151	256	568	0	367	0	3720	0	0
NZ_LSGW01000001.1 Aeromonas salmonicida subsp. salmonicida strain ATCC 33658 Contig_1, whole genome shotgun sequence	1428	1488	1259	1531	1349	1245	1241	651	476	540	594	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP102279.1 Dorea formicigenerans strain ATCC 27755 chromosome, complete genome	962	986	815	994	1256	1248	1115	1342	665	1151	1172	0	0	34	40202	42008	34924	35397	1283	2708	5491	3173	5201	6924	6917	5943	6272	2033	2064	2157	7049	0	0	1980	548	771	3005	1273	965	10851	0	0
NZ_CP094466.1 Faecalibacterium sp. I4-3-84 chromosome, complete genome	933	977	811	997	1269	1295	1170	1290	746	1112	1168	0	0	0	51705	78934	65046	70946	1609	1365	2332	2030	2298	6770	10562	9494	10206	5356	5664	5860	15490	0	0	1982	489	364	4809	1523	1525	4772	0	0
NZ_LS483370.1 Pseudomonas taetrolens strain NCTC10697 chromosome 1, complete sequence	1444	1377	1213	1485	1591	1551	1493	1039	557	893	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_PTPZ01000010.1 Cloacibacterium normanense strain IMET F NODE_10_length_77584_cov_176.949734, whole genome shotgun sequence	845	899	877	958	1023	1004	850	1166	0	0	1251	0	0	0	0	0	0	0	0	1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACOPS010000001.1 Ruminococcus intestinalis strain NSJ-71 M23_ctg001, whole genome shotgun sequence	721	744	699	771	1162	1010	1110	973	558	844	816	0	0	0	158512	21029	16966	16367	967	1509	10408	8003	9504	6100	5214	4711	4820	4294	4535	4412	3977	0	0	322	0	0	805	953	195	19125	0	0
NZ_JAHKRC010000001.1 Pseudomonas sp. NKUCC02_KPG contig00001, whole genome shotgun sequence	1517	1561	1422	1633	1964	1821	1735	1158	662	1069	1156	0	0	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AUHR01000001.1 Laribacter hongkongensis DSM 14985 G542DRAFT_scaffold00001.1_C, whole genome shotgun sequence	908	901	761	874	1036	864	900	879	390	580	665	0	0	0	1183	502	975	483	304	744	793	639	771	1351	129	284	350	438	373	498	1119	0	0	609	0	248	818	391	404	0	0	0
NZ_BMOP01000001.1 Shewanella xiamenensis strain JCM 16212 sequence01, whole genome shotgun sequence	1338	1453	1348	1713	1640	1509	1506	124	0	0	0	0	0	0	8035	0	239	211	1452	3131	778	552	798	3152	0	0	0	0	109	0	0	0	0	908	0	0	1292	2615	433	0	0	0
NZ_CP084876.1 Klebsiella quasipneumoniae subsp. quasipneumoniae strain 01A030T chromosome, complete genome	1603	1601	1120	1745	2046	1831	1887	1460	942	1173	1296	0	0	156	2177	2058	2198	2102	125098	3861	1958	1508	2026	4230	1213	1129	1151	0	743	0	2028	0	0	6811	725	931	0	0	0	0	0	0
NZ_NQKQ01000001.1 Pseudomonas fragi strain F1801 Pseudomonas_fragi_F1801_Contig1, whole genome shotgun sequence	1458	1495	1469	1622	1784	1580	1619	1425	1154	1442	1327	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AP028031.1 Anaerostipes hadrus ATCC 29173 = JCM 17467 chromosome, complete genome	808	785	765	1000	1230	1109	1179	1001	419	730	745	0	0	0	4106	10785	8751	9078	0	1480	1949	1608	2138	1827	1338	1236	1482	571	606	717	2039	0	0	626	0	0	276	0	0	1576	0	0
NZ_CP102265.1 Blautia obeum ATCC 29174 chromosome, complete genome	1045	1170	910	1224	1567	1475	1420	1914	899	1476	1658	0	0	0	44249	51769	42808	42966	1100	2206	2851	2650	2940	3422	8283	7219	7650	3132	3249	3415	6245	0	0	2637	951	1021	2168	1347	1106	4918	0	0
NZ_BLJG01000001.1 Pseudomonas juntendi strain BML3 BML3_contig_1, whole genome shotgun sequence	1637	1683	1500	1647	2145	1946	2030	1392	822	1007	1281	0	0	0	0	1757	1297	1890	2498	585	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0
NZ_PXUP01000075.1 Faecalibacterium prausnitzii strain ATCC 27768 NODE_100_length_572_cov_365.695, whole genome shotgun sequence	864	827	880	814	1217	1214	1035	1122	731	1143	887	0	0	0	28900	80039	69856	72226	1711	2401	11277	8407	10490	11557	18837	17206	18513	9538	10334	11246	22448	14	0	2966	723	1031	4316	1439	1585	4591	0	0
CABQER010000001.1 MAG TPA_asm: uncultured Faecalibacterium sp. isolate MGYG-HGUT-00512 genome assembly, contig: GUT_GENOME014039_1, whole genome shotgun sequence	445	383	0	422	495	440	0	444	0	0	432	0	80	27	14177	0	0	0	0	0	0	3016	0	0	0	0	0	1018	0	0	1696	0	0	0	0	240	1582	689	466	2323	0	0
USSM01000001.1 uncultured Collinsella sp. isolate UMGS2043 genome assembly, contig: NODE_2_length_144127_cov_16.287301, whole genome shotgun sequence	246	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRIL01000001.1 Ruminococcus sp. AM22-13 AM22-13.Scaf1, whole genome shotgun sequence	1143	1181	1038	1254	1626	1507	1476	1735	1209	1350	1551	0	0	0	9100	7682	6801	6976	1564	3064	3172	2781	2935	2920	1411	1361	1335	1238	1147	1065	4226	0	0	1121	294	542	1125	0	897	8256	0	0
NZ_PYLO01000001.1 Clostridium fessum strain SNUG30386 scaffold_0, whole genome shotgun sequence	916	1011	808	976	1347	1169	1117	1491	730	1085	1188	0	0	0	30592	20115	17156	17664	1262	1383	5375	3049	5137	2549	2288	2214	2301	1212	1348	1295	2904	0	0	946	591	1072	1593	362	550	12987	0	0
NZ_BBIS01000132.1 Pseudomonas monteilii NBRC 103158 = DSM 14164 strain NBRC 103158, whole genome shotgun sequence	1763	1785	1685	1854	2300	1993	1895	1890	1300	1575	1651	0	0	0	1976	2450	2454	2483	6552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1688	0	0	0	0	0	0	0	0
NZ_FOPI01000055.1 Ligilactobacillus ruminis DSM 20403 = NBRC 102161 strain DSM 20403, whole genome shotgun sequence	569	597	513	651	913	848	742	778	308	594	524	0	0	0	4674	12583	11016	11019	1510	5446	1748	1483	1631	5422	10670	10202	10290	3345	3766	3743	11134	0	0	995	294	378	1546	643	1035	1287	0	0
NZ_JAOQJM010000001.1 Blautia acetigignens strain Sanger_28 .13414_6_20.1, whole genome shotgun sequence	1112	1058	1064	1197	1818	1543	1442	1553	863	1217	1355	0	0	0	23089	4830	3958	3780	0	1267	12216	9920	11598	1236	894	810	749	802	797	908	1989	0	0	651	0	0	0	0	0	943	0	0
JAIMKR010000016.1 MAG: Desulfocurvus sp. isolate GA_180221_E-2-1-MAG-66_14 NODE_100_length_67223_cov_8.824544, whole genome shotgun sequence	838	832	699	943	1059	910	1004	0	0	0	501	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	1765	1693	1770	1044	0	0	0	0	0	0	0	0	0	0	0
CP041054.1 Enterobacter hormaechei strain C126 chromosome, complete genome	1376	1362	1012	1457	1555	1498	1511	943	541	822	873	0	0	0	3455	0	0	0	37997	1289	916	0	0	2841	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	0	0	0
NZ_CP080412.1 Shewanella mangrovisoli strain FJAT-51754 chromosome, complete genome	1258	1244	1258	1446	1374	1363	1242	0	0	0	0	0	0	0	0	0	198	0	3209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_QNUG01000001.1 Epilithonimonas hispanica strain KCTC 22104 CONTIG0001, whole genome shotgun sequence	988	1043	1001	1128	1111	971	897	1451	729	1066	1208	0	0	0	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942	0	667	0	0
JAIIJA010000126.1 MAG: Dialister sp. isolate Map_127_009 contig_100_1006, whole genome shotgun sequence	569	560	0	558	0	0	0	0	474	0	941	0	0	0	0	1285	0	0	0	0	0	0	0	6379	0	0	0	0	0	0	2453	0	0	1026	0	0	0	0	0	2135	0	0
NZ_MINF01000001.1 Pseudomonas putida strain KH-20-11 scaffold104_cov144, whole genome shotgun sequence	1555	1386	1252	1527	1511	1289	1223	1794	1001	1486	1465	0	0	0	0	1777	1851	1881	6573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	0	0	0	0	0	0	0
NZ_FZTC01000054.1 Klebsiella grimontii strain 06D021, whole genome shotgun sequence	1603	1616	1476	1713	2291	1875	1699	1295	754	928	1234	0	0	0	0	4378	3892	3941	5331	1320	0	0	648	2226	601	0	760	0	0	0	837	0	0	894	0	0	0	0	0	0	0	0
NZ_CP118955.1 Enterococcus faecium strain DSM 20477 chromosome, complete genome	693	823	566	729	1095	996	947	450	135	255	262	0	0	0	2414	522	380	745	0	496	546	503	418	666	1423	1488	1445	589	736	544	9053	0	0	772	294	343	425	382	278	638	0	0
NZ_CP094473.1 Faecalibacterium sp. HTF-F chromosome, complete genome	720	737	587	798	1000	970	963	924	522	742	883	0	0	118	4662	45814	37428	38906	940	1079	1445	770	1050	2057	4977	2365	4826	1586	1949	1879	4857	0	0	607	0	0	1803	1073	786	2555	0	0
NZ_UQFE01000001.1 Uncultured Clostridium sp. isolate UMGS222, whole genome shotgun sequence	709	640	657	648	812	727	845	1278	604	1030	1132	0	0	0	1562	2118	1570	1839	63	1206	885	717	780	2329	703	421	410	351	0	111	1327	0	0	214	0	330	734	140	0	375	0	0
NZ_BKNN01000001.1 Acinetobacter brisouii strain TUM15274 sequence001, whole genome shotgun sequence	789	946	759	856	711	665	666	434	300	253	376	0	0	0	0	0	0	0	3240	612	0	0	0	0	0	0	0	0	0	270	0	0	0	876	0	0	0	0	0	0	0	0
NZ_CP017990.1 Enterobacter cloacae complex sp. ECNIH7 chromosome, complete genome	1382	1360	1138	1523	1409	1494	1398	0	0	0	0	0	0	0	3100	0	0	0	3336	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACRWH010000001.1 Holdemanella hominis strain L34 G9_D3_34_ctg0001, whole genome shotgun sequence	597	676	545	746	890	842	825	887	526	865	788	0	0	0	13420	32005	27312	27437	1633	0	10920	10080	10585	0	1489	1683	1609	1034	1185	1382	3168	0	0	1606	393	630	0	0	0	3257	0	0
AP027244.1 Bacteroides finegoldii JCM 13345 DNA, complete genome	1260	1331	1266	1522	1831	1679	1625	1427	732	1014	1156	0	0	0	0	45412	38370	39109	0	1209	0	0	0	0	0	0	0	2348	2765	2494	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP102286.1 Parabacteroides merdae ATCC 43184 chromosome, complete genome	1109	1250	1172	1414	2005	1663	1762	1490	688	1247	1317	0	0	104	71196	53928	44146	44263	1027	2208	1561	1185	1362	2360	1534	1419	1460	4658	7216	7376	1794	0	0	1111	455	314	0	588	0	1850	0	0
JAJEPY010000100.1 Oscillospiraceae bacterium CLA-AA-H269 NODE_100_length_8506_cov_27.135485, whole genome shotgun sequence	845	798	677	837	1002	1085	1023	1356	752	923	1138	0	0	0	37906	37197	31709	32956	1274	1762	8807	6530	8295	11265	6758	6138	6486	2916	2967	5347	5198	0	0	1878	533	0	2322	1762	785	2967	0	0
CAUHML010000001.1 MAG TPA_asm: uncultured Bacteroides sp. isolate SRR16244388_bin.36_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ18731873.42, whole genome shotgun sequence	1194	1064	899	1326	1459	1412	1376	1264	0	1269	1276	0	0	0	0	22143	18668	19088	0	1982	1426	1241	1420	0	0	0	0	2682	2714	2889	0	0	0	0	0	0	0	0	0	0	0	0
NZ_OX636706.1 Desulfovibrio piger isolate DSM32187 chromosome 1	773	740	596	867	1107	1120	1007	1149	611	876	980	0	0	0	21633	13256	11470	11994	268	2409	12772	9251	11698	2503	792	717	838	778	863	1017	1770	0	0	668	181	300	545	201	562	1070	0	0
